"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","case_rowid","evidence_type_rowid","evidence_name","description","file_url","collected_by_rowid","collection_datetime","chain_of_custody","forensic_status"
"49093000000166438","49093000000013007","2026-06-28 13:40:59:430","2026-06-28 13:40:59:430","49093000000157528","49093000000164374","Knife","Ducimus omnis nesciunt nostrum possimus optio blanditiis qui omnis necessitatibus repellendus accusamus.","https://crimesight.ai/evidence/326184","49093000000157101","2024-07-18 15:54:54","Presented in Court","Completed"
"49093000000166439","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157528","49093000000164371","DNA Sample","Alias veniam ullam fugit ea non quaerat labore molestias ullam beatae voluptatum.","https://crimesight.ai/evidence/905464","49093000000157054","2024-09-06 06:22:01","Stored in Evidence Room","Under Examination"
"49093000000166440","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157528","49093000000164379","CCTV Footage","Minus minus non fugit qui ab libero cupiditate delectus blanditiis.","https://crimesight.ai/evidence/887338","49093000000157045","2024-08-27 06:38:44","Stored in Evidence Room","Pending"
"49093000000166441","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157529","49093000000164374","Vehicle","Voluptas adipisci laborum tenetur natus nostrum facilis deserunt officiis amet voluptatum alias.","https://crimesight.ai/evidence/285622","49093000000157090","2026-01-14 12:19:53","Transferred to FSL","Under Examination"
"49093000000166442","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157529","49093000000164371","Crime Scene Photograph","Rem iusto minima placeat odio dicta blanditiis eaque sequi esse illum.","https://crimesight.ai/evidence/320359","49093000000157139","2024-09-03 02:37:05","Presented in Court","Pending"
"49093000000166443","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157529","49093000000164377","Mobile Phone","Repellat eius architecto corporis quo sunt accusamus aliquid ratione maiores facere cum animi.","https://crimesight.ai/evidence/602713","49093000000157190","2025-10-26 19:01:58","Transferred to FSL","Matched"
"49093000000166444","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157530","49093000000164371","DNA Sample","Quo voluptates qui tempora nostrum aut voluptates nesciunt praesentium.","https://crimesight.ai/evidence/361379","49093000000157149","2025-06-17 15:10:25","Stored in Evidence Room","Completed"
"49093000000166445","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157530","49093000000164371","Document","Reprehenderit commodi est ipsum dignissimos ea incidunt numquam quaerat illum consectetur.","https://crimesight.ai/evidence/801817","49093000000157161","2026-04-05 00:22:14","Transferred to FSL","Completed"
"49093000000166446","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157531","49093000000164377","Knife","Iste veniam minus accusantium sed quia inventore nihil ipsa.","https://crimesight.ai/evidence/444694","49093000000157102","2026-06-25 05:37:02","Stored in Evidence Room","Completed"
"49093000000166447","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157531","49093000000164374","Blood Sample","Magni architecto nam ab quam aliquam deserunt rem atque mollitia iste.","https://crimesight.ai/evidence/876146","49093000000157102","2025-05-15 04:27:49","Stored in Evidence Room","Pending"
"49093000000166448","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157531","49093000000164376","Mobile Phone","Qui nostrum aliquam provident earum consectetur architecto magnam iure.","https://crimesight.ai/evidence/180177","49093000000157076","2024-07-04 15:25:24","Collected","Pending"
"49093000000166449","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157531","49093000000164372","Document","Quod fugiat iusto aliquam ipsa fuga.","https://crimesight.ai/evidence/651572","49093000000157063","2024-07-18 04:13:46","Presented in Court","Pending"
"49093000000166450","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157532","49093000000164372","Vehicle","Dignissimos distinctio possimus similique aut eos perferendis.","https://crimesight.ai/evidence/393655","49093000000157108","2026-02-10 14:14:37","Transferred to FSL","Completed"
"49093000000166451","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157532","49093000000164375","Fingerprint Sample","Magni eligendi asperiores officiis quae neque dolorum.","https://crimesight.ai/evidence/177159","49093000000157130","2025-10-27 09:17:21","Collected","Pending"
"49093000000166452","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157532","49093000000164377","Mobile Phone","Facere eveniet doloribus deserunt cum voluptate tempore accusantium dolore quasi sint iure.","https://crimesight.ai/evidence/347257","49093000000157209","2024-09-27 23:55:11","Presented in Court","Completed"
"49093000000166453","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157532","49093000000164378","Fingerprint Sample","Odio incidunt quas beatae autem deserunt accusamus unde officiis.","https://crimesight.ai/evidence/463214","49093000000157207","2024-08-31 19:57:35","Collected","Not Matched"
"49093000000166454","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157533","49093000000164379","CCTV Footage","Reiciendis laboriosam eaque officia autem culpa.","https://crimesight.ai/evidence/551065","49093000000157174","2026-04-11 21:33:09","Stored in Evidence Room","Not Matched"
"49093000000166455","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157534","49093000000164371","Knife","Unde occaecati pariatur consequuntur inventore quam sequi facere sequi magnam.","https://crimesight.ai/evidence/478295","49093000000157181","2025-03-04 20:04:26","Transferred to FSL","Under Examination"
"49093000000166456","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157534","49093000000164376","Fingerprint Sample","Animi expedita dolorum voluptatum dolores necessitatibus inventore odit nisi.","https://crimesight.ai/evidence/190939","49093000000157191","2025-04-25 13:33:02","Transferred to FSL","Pending"
"49093000000166457","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157534","49093000000164372","Laptop","Ex repudiandae vel qui voluptatum voluptates quisquam laudantium quidem tenetur.","https://crimesight.ai/evidence/390664","49093000000157063","2025-05-28 07:46:29","Stored in Evidence Room","Completed"
"49093000000166458","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157534","49093000000164376","Laptop","Distinctio a ex eius minus qui perspiciatis.","https://crimesight.ai/evidence/684545","49093000000157158","2025-01-11 19:07:55","Stored in Evidence Room","Under Examination"
"49093000000166459","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157535","49093000000164372","Fingerprint Sample","Aperiam distinctio quas commodi eum voluptas exercitationem.","https://crimesight.ai/evidence/920007","49093000000157031","2026-03-30 18:33:35","Transferred to FSL","Matched"
"49093000000166460","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157536","49093000000164375","Vehicle","Voluptates architecto ducimus nam reprehenderit veniam cupiditate et aut ea.","https://crimesight.ai/evidence/594813","49093000000157081","2024-08-06 12:21:28","Presented in Court","Pending"
"49093000000166461","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157536","49093000000164375","Blood Sample","Culpa magni facere dolores optio sint consectetur dolorum nesciunt quam corporis.","https://crimesight.ai/evidence/377341","49093000000157183","2025-06-04 01:45:49","Stored in Evidence Room","Pending"
"49093000000166462","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157536","49093000000164373","Laptop","Occaecati quos similique animi accusantium excepturi soluta fugit.","https://crimesight.ai/evidence/875672","49093000000157075","2025-03-17 02:12:46","Presented in Court","Under Examination"
"49093000000166463","49093000000013007","2026-06-28 13:40:59:431","2026-06-28 13:40:59:431","49093000000157536","49093000000164380","Crime Scene Photograph","Accusamus enim placeat ducimus possimus illo cupiditate reiciendis.","https://crimesight.ai/evidence/240091","49093000000157053","2025-08-28 01:45:35","Collected","Completed"
"49093000000166464","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157537","49093000000164376","Mobile Phone","Delectus consequuntur minima pariatur officiis at odit facere veniam totam repellendus.","https://crimesight.ai/evidence/925464","49093000000157031","2025-11-18 10:42:50","Stored in Evidence Room","Matched"
"49093000000166465","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157537","49093000000164376","Crime Scene Photograph","Totam quos fugiat ipsam rerum ad et error.","https://crimesight.ai/evidence/385522","49093000000157163","2025-12-26 18:48:53","Collected","Not Matched"
"49093000000166466","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157538","49093000000164377","DNA Sample","Tempore magni doloribus deserunt sunt dicta atque ullam porro beatae natus eum.","https://crimesight.ai/evidence/279698","49093000000157151","2026-04-29 22:32:27","Stored in Evidence Room","Matched"
"49093000000166467","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157538","49093000000164371","Document","Deserunt atque voluptatem dolorum ipsa cumque.","https://crimesight.ai/evidence/916024","49093000000157072","2025-09-26 13:37:57","Transferred to FSL","Not Matched"
"49093000000166468","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157538","49093000000164375","CCTV Footage","Dolores et deleniti nostrum provident asperiores totam voluptatum beatae pariatur corporis.","https://crimesight.ai/evidence/243063","49093000000157105","2024-08-30 00:39:07","Collected","Completed"
"49093000000166469","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157539","49093000000164371","Vehicle","Quas laudantium placeat velit omnis quisquam dignissimos saepe asperiores quos officia officiis.","https://crimesight.ai/evidence/140005","49093000000157029","2024-10-22 05:11:10","Stored in Evidence Room","Matched"
"49093000000166470","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157539","49093000000164375","Mobile Phone","Minus eveniet fuga aperiam aliquam doloremque.","https://crimesight.ai/evidence/169835","49093000000157170","2026-06-17 13:16:24","Collected","Not Matched"
"49093000000166471","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157539","49093000000164372","Mobile Phone","Repellendus voluptatibus dolorum earum temporibus quos.","https://crimesight.ai/evidence/801076","49093000000157054","2025-09-09 16:52:07","Stored in Evidence Room","Matched"
"49093000000166472","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157539","49093000000164373","Laptop","Explicabo animi assumenda numquam itaque voluptatibus aperiam.","https://crimesight.ai/evidence/326197","49093000000157115","2026-06-09 23:26:32","Stored in Evidence Room","Pending"
"49093000000166473","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157540","49093000000164371","Crime Scene Photograph","Ipsam a odit voluptatum tenetur saepe autem nostrum.","https://crimesight.ai/evidence/540385","49093000000157073","2026-06-21 06:49:11","Collected","Pending"
"49093000000166474","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157540","49093000000164375","Vehicle","Debitis architecto fuga repellat consectetur tempora quasi harum sint.","https://crimesight.ai/evidence/845019","49093000000157191","2025-06-04 20:10:08","Stored in Evidence Room","Matched"
"49093000000166475","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157540","49093000000164379","Fingerprint Sample","Omnis itaque magnam ipsam vero dolor eos ipsam unde officiis.","https://crimesight.ai/evidence/994581","49093000000157199","2025-04-17 01:10:02","Presented in Court","Pending"
"49093000000166476","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157541","49093000000164376","Knife","Laboriosam adipisci illum tempore sapiente nam explicabo cum enim.","https://crimesight.ai/evidence/315600","49093000000157198","2026-04-13 18:39:20","Collected","Completed"
"49093000000166477","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157541","49093000000164371","Blood Sample","Dolor voluptatem voluptas eos temporibus alias vero.","https://crimesight.ai/evidence/118257","49093000000157069","2025-07-13 02:18:50","Transferred to FSL","Matched"
"49093000000166478","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157542","49093000000164375","DNA Sample","Soluta in officiis quam quidem omnis consequatur tenetur voluptate reiciendis aspernatur.","https://crimesight.ai/evidence/355522","49093000000157199","2025-08-23 18:37:13","Stored in Evidence Room","Under Examination"
"49093000000166479","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157542","49093000000164380","Laptop","Sequi doloribus magni occaecati quia corrupti maxime eveniet similique.","https://crimesight.ai/evidence/449580","49093000000157112","2024-11-08 10:34:52","Stored in Evidence Room","Matched"
"49093000000166480","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157543","49093000000164374","Document","Esse fugit itaque omnis modi possimus impedit.","https://crimesight.ai/evidence/805240","49093000000157138","2026-01-07 16:16:51","Transferred to FSL","Not Matched"
"49093000000166481","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157543","49093000000164379","Crime Scene Photograph","Amet corporis vel eveniet fugit maiores voluptates saepe architecto cumque iusto.","https://crimesight.ai/evidence/920999","49093000000157106","2026-01-19 05:14:22","Presented in Court","Pending"
"49093000000166482","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157543","49093000000164377","CCTV Footage","Libero modi cumque non rem amet beatae.","https://crimesight.ai/evidence/788215","49093000000157116","2024-07-17 15:54:28","Transferred to FSL","Not Matched"
"49093000000166483","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157544","49093000000164371","CCTV Footage","Impedit provident dolorum omnis facilis aliquam ut ratione quidem veritatis.","https://crimesight.ai/evidence/854993","49093000000157163","2025-01-25 10:23:08","Transferred to FSL","Under Examination"
"49093000000166484","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157544","49093000000164372","Laptop","Odio doloribus beatae debitis asperiores expedita.","https://crimesight.ai/evidence/820394","49093000000157117","2024-09-22 09:53:54","Stored in Evidence Room","Matched"
"49093000000166485","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157544","49093000000164372","Mobile Phone","Corrupti molestiae vel architecto numquam ratione distinctio expedita ullam nam quam.","https://crimesight.ai/evidence/498232","49093000000157171","2025-07-30 03:32:41","Collected","Completed"
"49093000000166486","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157545","49093000000164379","Knife","Quod dolor aspernatur nam earum dolores cumque dicta eveniet qui.","https://crimesight.ai/evidence/513758","49093000000157077","2025-08-15 07:32:47","Presented in Court","Completed"
"49093000000166487","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157545","49093000000164374","Knife","Molestiae corrupti quibusdam sequi culpa odit corporis.","https://crimesight.ai/evidence/255872","49093000000157195","2025-08-04 14:25:19","Transferred to FSL","Matched"
"49093000000166488","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157546","49093000000164377","Document","Corporis quaerat non magni pariatur suscipit quasi fugit facilis maiores itaque.","https://crimesight.ai/evidence/402013","49093000000157086","2026-03-08 19:36:45","Transferred to FSL","Under Examination"
"49093000000166489","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157546","49093000000164371","CCTV Footage","Inventore quas nulla quidem assumenda sunt aut.","https://crimesight.ai/evidence/422063","49093000000157160","2025-03-12 00:46:35","Transferred to FSL","Under Examination"
"49093000000166490","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157546","49093000000164378","Vehicle","Possimus neque distinctio quae assumenda labore vitae.","https://crimesight.ai/evidence/784847","49093000000157178","2024-07-01 12:08:33","Presented in Court","Under Examination"
"49093000000166491","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157546","49093000000164374","Fingerprint Sample","Asperiores assumenda modi amet ea itaque similique voluptatum numquam maiores quis.","https://crimesight.ai/evidence/804775","49093000000157204","2024-09-18 15:03:41","Stored in Evidence Room","Under Examination"
"49093000000166492","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157547","49093000000164373","Laptop","Eum repudiandae saepe cumque amet est maxime magnam reprehenderit illo veniam placeat eaque.","https://crimesight.ai/evidence/712025","49093000000157100","2024-08-02 23:03:32","Presented in Court","Pending"
"49093000000166493","49093000000013007","2026-06-28 13:40:59:432","2026-06-28 13:40:59:432","49093000000157547","49093000000164378","Document","Vitae alias ipsum excepturi atque officiis excepturi est debitis.","https://crimesight.ai/evidence/261708","49093000000157141","2025-02-21 10:20:55","Presented in Court","Not Matched"
"49093000000166494","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157547","49093000000164378","Knife","Ducimus mollitia eum veritatis minima labore excepturi minus voluptas illo reprehenderit natus laudantium.","https://crimesight.ai/evidence/470194","49093000000157124","2024-09-09 02:33:24","Collected","Not Matched"
"49093000000166495","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157548","49093000000164380","Blood Sample","Illo maiores praesentium rerum nobis eum asperiores cum asperiores soluta debitis facilis.","https://crimesight.ai/evidence/264053","49093000000157200","2025-04-19 23:24:31","Transferred to FSL","Matched"
"49093000000166496","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157548","49093000000164378","Crime Scene Photograph","Provident praesentium iusto ducimus non sit sit incidunt sed.","https://crimesight.ai/evidence/661452","49093000000157095","2024-10-01 15:06:26","Transferred to FSL","Under Examination"
"49093000000166497","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157548","49093000000164371","Crime Scene Photograph","Voluptas suscipit pariatur hic maxime iure.","https://crimesight.ai/evidence/338624","49093000000157094","2025-10-18 04:24:57","Transferred to FSL","Matched"
"49093000000166498","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157549","49093000000164374","Laptop","Possimus dolores aliquam possimus adipisci dolor quibusdam assumenda architecto.","https://crimesight.ai/evidence/154256","49093000000157140","2025-05-03 14:51:26","Collected","Under Examination"
"49093000000166499","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157550","49093000000164379","Document","Enim ea porro voluptatibus deleniti accusantium quo error.","https://crimesight.ai/evidence/835794","49093000000157075","2025-08-20 16:21:23","Presented in Court","Under Examination"
"49093000000166500","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157550","49093000000164377","Fingerprint Sample","Dignissimos neque aut neque voluptates quas architecto dicta impedit earum.","https://crimesight.ai/evidence/355580","49093000000157196","2025-02-14 19:17:18","Presented in Court","Not Matched"
"49093000000166501","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157550","49093000000164376","DNA Sample","Exercitationem corporis rem vel omnis explicabo consectetur error velit aut.","https://crimesight.ai/evidence/762825","49093000000157195","2026-03-04 00:35:55","Presented in Court","Not Matched"
"49093000000166502","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157550","49093000000164372","CCTV Footage","Labore quod adipisci eum quisquam id commodi.","https://crimesight.ai/evidence/722713","49093000000157162","2026-02-19 22:03:21","Stored in Evidence Room","Under Examination"
"49093000000166503","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157551","49093000000164375","DNA Sample","Rem nobis voluptates accusamus odit a itaque id ipsa qui facere dolorum.","https://crimesight.ai/evidence/386311","49093000000157183","2025-07-06 04:32:48","Collected","Completed"
"49093000000166504","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157551","49093000000164371","Vehicle","Incidunt fugiat facere impedit sunt in quia excepturi sed aut error.","https://crimesight.ai/evidence/499317","49093000000157051","2026-05-22 21:23:23","Transferred to FSL","Not Matched"
"49093000000166505","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157552","49093000000164380","Knife","Odit iusto vero eaque sint dignissimos quos neque similique.","https://crimesight.ai/evidence/847061","49093000000157148","2024-12-14 04:47:33","Transferred to FSL","Not Matched"
"49093000000166506","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157553","49093000000164371","Crime Scene Photograph","Ut magnam iste neque ipsam recusandae earum laborum excepturi blanditiis beatae perspiciatis consequatur debitis.","https://crimesight.ai/evidence/971790","49093000000157041","2025-09-17 19:32:07","Transferred to FSL","Under Examination"
"49093000000166507","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157553","49093000000164373","DNA Sample","Assumenda sed eum dolorum ipsam eos quo praesentium minima temporibus libero doloremque assumenda.","https://crimesight.ai/evidence/894945","49093000000157179","2025-01-26 13:42:44","Transferred to FSL","Completed"
"49093000000166508","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157554","49093000000164376","Document","Modi quae iusto laboriosam quis ipsam atque laudantium doloremque ducimus voluptates alias libero voluptatum.","https://crimesight.ai/evidence/962671","49093000000157206","2024-08-01 21:54:15","Collected","Completed"
"49093000000166509","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157554","49093000000164379","Blood Sample","Ad magni commodi at inventore consectetur officia ipsa culpa.","https://crimesight.ai/evidence/358590","49093000000157075","2025-10-21 14:47:53","Stored in Evidence Room","Completed"
"49093000000166510","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157554","49093000000164372","Fingerprint Sample","Est debitis inventore doloremque est dignissimos.","https://crimesight.ai/evidence/748171","49093000000157170","2025-08-21 15:08:42","Transferred to FSL","Under Examination"
"49093000000166511","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157554","49093000000164380","Blood Sample","Cum praesentium magnam numquam quia consequuntur dolorum esse in est sapiente corporis iure.","https://crimesight.ai/evidence/767523","49093000000157111","2026-05-11 08:16:42","Collected","Under Examination"
"49093000000166512","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157555","49093000000164378","Blood Sample","Consequuntur ullam ipsam iste beatae suscipit saepe voluptas temporibus at maxime ut minus.","https://crimesight.ai/evidence/313420","49093000000157033","2026-04-22 19:24:49","Transferred to FSL","Under Examination"
"49093000000166513","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157555","49093000000164371","Document","Dicta tempore quos vitae quo excepturi eos officiis veniam.","https://crimesight.ai/evidence/310096","49093000000157183","2025-11-17 02:40:42","Stored in Evidence Room","Under Examination"
"49093000000166514","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157556","49093000000164377","Laptop","Ut iusto quae quisquam unde itaque saepe tempora maxime provident quia.","https://crimesight.ai/evidence/333821","49093000000157156","2025-06-19 09:28:36","Presented in Court","Matched"
"49093000000166515","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157557","49093000000164373","Blood Sample","Fuga alias sapiente voluptatem occaecati perspiciatis laborum.","https://crimesight.ai/evidence/249164","49093000000157160","2025-06-09 21:05:17","Transferred to FSL","Pending"
"49093000000166516","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157558","49093000000164372","Mobile Phone","Similique modi natus iusto non voluptatibus ex quisquam consequatur inventore doloremque voluptatibus nobis.","https://crimesight.ai/evidence/860429","49093000000157136","2025-08-05 09:18:27","Presented in Court","Not Matched"
"49093000000166517","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157558","49093000000164374","Vehicle","Natus repellat corrupti atque maxime voluptatum quidem rem repellat.","https://crimesight.ai/evidence/888978","49093000000157187","2026-03-22 13:57:23","Presented in Court","Completed"
"49093000000166518","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157558","49093000000164371","Document","Architecto numquam illum cupiditate voluptas aut distinctio asperiores doloremque voluptas.","https://crimesight.ai/evidence/629196","49093000000157145","2025-01-14 04:23:16","Presented in Court","Completed"
"49093000000166519","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157559","49093000000164376","Knife","At aliquam pariatur quo ullam dolorum officiis eveniet.","https://crimesight.ai/evidence/582480","49093000000157153","2025-04-14 13:01:10","Collected","Under Examination"
"49093000000166520","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157559","49093000000164372","Crime Scene Photograph","Minus aut delectus asperiores porro incidunt rem et rem aperiam libero.","https://crimesight.ai/evidence/161253","49093000000157111","2024-06-30 08:15:44","Transferred to FSL","Pending"
"49093000000166521","49093000000013007","2026-06-28 13:40:59:433","2026-06-28 13:40:59:433","49093000000157560","49093000000164379","Laptop","Tenetur quod adipisci velit aliquid ipsum.","https://crimesight.ai/evidence/340014","49093000000157076","2024-12-20 17:46:32","Collected","Pending"
"49093000000166522","49093000000013007","2026-06-28 13:40:59:434","2026-06-28 13:40:59:434","49093000000157560","49093000000164376","CCTV Footage","Autem nihil necessitatibus reiciendis facere sint quae omnis nesciunt.","https://crimesight.ai/evidence/275468","49093000000157096","2024-12-21 12:57:28","Transferred to FSL","Matched"
"49093000000166523","49093000000013007","2026-06-28 13:40:59:434","2026-06-28 13:40:59:434","49093000000157560","49093000000164378","DNA Sample","Quia accusantium saepe qui sequi libero fuga voluptatem delectus voluptatibus quas quidem eius.","https://crimesight.ai/evidence/652016","49093000000157067","2026-02-13 22:01:37","Transferred to FSL","Under Examination"
"49093000000166524","49093000000013007","2026-06-28 13:40:59:434","2026-06-28 13:40:59:434","49093000000157560","49093000000164377","Document","Id sapiente architecto numquam facilis sit placeat earum quisquam ducimus possimus eius corrupti.","https://crimesight.ai/evidence/760831","49093000000157114","2025-12-30 13:24:12","Transferred to FSL","Matched"
"49093000000166525","49093000000013007","2026-06-28 13:40:59:434","2026-06-28 13:40:59:434","49093000000157561","49093000000164376","Crime Scene Photograph","Nobis eius assumenda at expedita alias veniam tempore.","https://crimesight.ai/evidence/804336","49093000000157183","2024-10-26 22:43:49","Presented in Court","Under Examination"
"49093000000166526","49093000000013007","2026-06-28 13:40:59:434","2026-06-28 13:40:59:434","49093000000157561","49093000000164380","Laptop","Nulla alias officiis sit earum vitae ex corporis incidunt iure eos.","https://crimesight.ai/evidence/675255","49093000000157196","2025-10-29 19:36:02","Stored in Evidence Room","Completed"
"49093000000166527","49093000000013007","2026-06-28 13:40:59:434","2026-06-28 13:40:59:434","49093000000157562","49093000000164373","Vehicle","Vel saepe officiis sint laudantium placeat.","https://crimesight.ai/evidence/141770","49093000000157165","2025-09-30 16:57:39","Presented in Court","Pending"
"49093000000166528","49093000000013007","2026-06-28 13:40:59:434","2026-06-28 13:40:59:434","49093000000157563","49093000000164379","CCTV Footage","Ea architecto nulla quis error beatae suscipit quas quidem.","https://crimesight.ai/evidence/946446","49093000000157163","2026-05-06 05:29:39","Transferred to FSL","Not Matched"
"49093000000166529","49093000000013007","2026-06-28 13:40:59:434","2026-06-28 13:40:59:434","49093000000157563","49093000000164380","CCTV Footage","Fugit libero ducimus voluptatum voluptas assumenda occaecati corrupti aspernatur quidem.","https://crimesight.ai/evidence/704206","49093000000157104","2026-06-28 07:56:55","Presented in Court","Matched"
"49093000000166530","49093000000013007","2026-06-28 13:40:59:434","2026-06-28 13:40:59:434","49093000000157564","49093000000164377","Fingerprint Sample","Quidem iusto dolorem explicabo illo quidem.","https://crimesight.ai/evidence/752090","49093000000157051","2025-11-19 10:03:06","Stored in Evidence Room","Matched"
