"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","case_rowid","assigned_to_rowid","assigned_by_rowid","assigned_datetime","assignment_status","remarks"
"49093000000172197","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157497","49093000000157124","49093000000157080","2026-04-07 02:39:49","Reassigned","Dolor in possimus quod ea nisi sit maiores rem quasi enim consequuntur non."
"49093000000172198","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157498","49093000000157057","49093000000157038","2025-11-09 14:17:43","In Progress","Iusto non voluptatem et necessitatibus id ullam."
"49093000000172199","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157499","49093000000157157","49093000000157051","2025-04-12 23:26:53","Completed","Voluptate perferendis minima quis maiores doloribus in sapiente eligendi."
"49093000000172200","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157500","49093000000157175","49093000000157074","2024-09-17 15:23:55","In Progress","Nam voluptas sequi similique laboriosam dicta esse autem odio cum."
"49093000000172201","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157501","49093000000157117","49093000000157074","2025-05-13 22:57:28","Assigned","Voluptates quae illum id similique asperiores odit similique quis eius."
"49093000000172202","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157502","49093000000157160","49093000000157053","2025-03-01 00:13:45","Assigned","Odit officia voluptatum molestiae quos necessitatibus autem ea quasi amet corporis et quasi totam."
"49093000000172203","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157503","49093000000157078","49093000000157155","2025-07-28 21:21:27","Assigned","Suscipit laborum ullam accusantium quis vel laboriosam temporibus odit hic ratione excepturi voluptatem."
"49093000000172204","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157504","49093000000157200","49093000000157182","2025-08-27 07:53:03","Assigned","Illum recusandae ducimus quaerat explicabo ut aut numquam."
"49093000000172205","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157505","49093000000157064","49093000000157153","2024-09-11 04:24:56","Reassigned","Repellendus assumenda quidem ut veritatis facilis repellat enim expedita ratione dolor dolorem est."
"49093000000172206","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157506","49093000000157045","49093000000157153","2025-04-25 12:48:04","Completed","Sunt voluptatem dolor delectus rerum qui quidem laudantium aperiam dolores amet."
"49093000000172207","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157507","49093000000157057","49093000000157093","2024-07-11 02:38:02","Assigned","Culpa saepe nisi harum deserunt voluptate."
"49093000000172208","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157508","49093000000157094","49093000000157167","2024-08-07 18:16:10","Completed","Doloremque eius doloremque porro impedit quod earum reiciendis ipsam repellat."
"49093000000172209","49093000000013007","2026-06-28 14:06:29:487","2026-06-28 14:06:29:487","49093000000157509","49093000000157163","49093000000157189","2024-07-27 13:38:23","In Progress","Neque excepturi itaque vero modi consectetur voluptates."
"49093000000172210","49093000000013007","2026-06-28 14:06:29:487","2026-06-28 14:06:29:487","49093000000157510","49093000000157154","49093000000157185","2025-06-30 04:07:33","Reassigned","Corrupti expedita quas eveniet explicabo consequatur."
"49093000000172211","49093000000013007","2026-06-28 14:06:29:487","2026-06-28 14:06:29:487","49093000000157511","49093000000157203","49093000000157153","2025-06-29 16:53:55","Assigned","Ducimus reiciendis itaque totam totam dignissimos."
"49093000000172212","49093000000013007","2026-06-28 14:06:29:487","2026-06-28 14:06:29:487","49093000000157512","49093000000157135","49093000000157186","2026-05-18 22:08:15","Completed","Numquam eius ex expedita earum natus itaque consectetur laboriosam."
"49093000000172213","49093000000013007","2026-06-28 14:06:29:487","2026-06-28 14:06:29:487","49093000000157513","49093000000157125","49093000000157194","2025-04-01 12:17:14","Assigned","Nobis exercitationem dolorum quibusdam maxime asperiores nemo quae quam a."
"49093000000172214","49093000000013007","2026-06-28 14:06:29:487","2026-06-28 14:06:29:487","49093000000157514","49093000000157077","49093000000157071","2025-09-09 17:59:01","Completed","Libero voluptates autem similique in ex numquam ut."
"49093000000172215","49093000000013007","2026-06-28 14:06:29:487","2026-06-28 14:06:29:487","49093000000157515","49093000000157177","49093000000157164","2025-07-03 15:26:38","Assigned","Ut iste sapiente ea beatae eligendi asperiores quam consequuntur vero."
"49093000000172216","49093000000013007","2026-06-28 14:06:29:487","2026-06-28 14:06:29:487","49093000000157516","49093000000157137","49093000000157099","2025-07-13 20:30:29","Completed","Ipsam similique tenetur mollitia dolore iusto assumenda repellendus repellat voluptates rerum incidunt."
"49093000000172217","49093000000013007","2026-06-28 14:06:29:488","2026-06-28 14:06:29:488","49093000000157517","49093000000157081","49093000000157123","2024-11-19 00:16:07","Assigned","Laboriosam sint excepturi asperiores sequi voluptatum."
"49093000000172218","49093000000013007","2026-06-28 14:06:29:488","2026-06-28 14:06:29:488","49093000000157518","49093000000157166","49093000000157143","2025-12-10 12:26:02","In Progress","Quisquam temporibus eos fuga architecto rem blanditiis fugit incidunt ducimus pariatur saepe ducimus."
"49093000000172219","49093000000013007","2026-06-28 14:06:29:488","2026-06-28 14:06:29:488","49093000000157519","49093000000157068","49093000000157160","2025-11-13 17:31:23","Assigned","Architecto deserunt ullam vel quidem nam itaque eligendi atque animi earum."
"49093000000172220","49093000000013007","2026-06-28 14:06:29:488","2026-06-28 14:06:29:488","49093000000157520","49093000000157104","49093000000157058","2024-12-07 05:59:26","In Progress","Exercitationem eius laborum doloribus necessitatibus ea."
"49093000000172221","49093000000013007","2026-06-28 14:06:29:488","2026-06-28 14:06:29:488","49093000000157521","49093000000157075","49093000000157200","2026-05-16 07:46:05","Completed","Hic qui sunt voluptatem debitis dolorum ipsam."
"49093000000172222","49093000000013007","2026-06-28 14:06:29:488","2026-06-28 14:06:29:488","49093000000157522","49093000000157148","49093000000157041","2026-03-20 15:13:07","Reassigned","Nam asperiores voluptatum blanditiis perferendis similique consequuntur earum temporibus inventore quo vero."
"49093000000172223","49093000000013007","2026-06-28 14:06:29:488","2026-06-28 14:06:29:488","49093000000157523","49093000000157097","49093000000157120","2024-11-23 08:53:45","Assigned","Error neque doloribus quas accusamus voluptas."
"49093000000172224","49093000000013007","2026-06-28 14:06:29:488","2026-06-28 14:06:29:488","49093000000157524","49093000000157130","49093000000157056","2024-11-13 14:17:34","Assigned","Iusto dignissimos veritatis repudiandae quod alias ad consectetur debitis."
"49093000000172225","49093000000013007","2026-06-28 14:06:29:488","2026-06-28 14:06:29:488","49093000000157525","49093000000157099","49093000000157051","2026-04-21 09:19:31","Completed","Sint earum fugit commodi aliquam deserunt beatae quia ab ut eum velit nostrum."
"49093000000172226","49093000000013007","2026-06-28 14:06:29:488","2026-06-28 14:06:29:488","49093000000157526","49093000000157058","49093000000157170","2026-02-12 09:19:26","Completed","Harum expedita repudiandae reprehenderit odio quos quis occaecati harum."
"49093000000172227","49093000000013007","2026-06-28 14:06:29:488","2026-06-28 14:06:29:488","49093000000157527","49093000000157204","49093000000157126","2026-01-04 17:24:25","In Progress","Porro modi nihil quas tempore soluta ad assumenda fugit perspiciatis ipsam officiis."
"49093000000172228","49093000000013007","2026-06-28 14:06:29:488","2026-06-28 14:06:29:488","49093000000157528","49093000000157054","49093000000157181","2025-10-11 01:21:44","In Progress","Culpa iste est quae magni impedit praesentium."
"49093000000172229","49093000000013007","2026-06-28 14:06:29:488","2026-06-28 14:06:29:488","49093000000157529","49093000000157093","49093000000157114","2026-05-14 06:46:34","In Progress","Quisquam nulla inventore quibusdam et sit."
"49093000000172230","49093000000013007","2026-06-28 14:06:29:489","2026-06-28 14:06:29:489","49093000000157530","49093000000157170","49093000000157185","2025-01-09 14:11:32","In Progress","Incidunt quasi officiis dolorum ex alias."
"49093000000172231","49093000000013007","2026-06-28 14:06:29:489","2026-06-28 14:06:29:489","49093000000157531","49093000000157144","49093000000157206","2025-01-23 10:16:20","Reassigned","Sequi ipsa fugit molestiae commodi corporis minima rerum."
"49093000000172232","49093000000013007","2026-06-28 14:06:29:489","2026-06-28 14:06:29:489","49093000000157532","49093000000157202","49093000000157104","2025-06-19 20:26:40","Reassigned","Dolor amet saepe similique hic culpa."
"49093000000172233","49093000000013007","2026-06-28 14:06:29:489","2026-06-28 14:06:29:489","49093000000157533","49093000000157175","49093000000157140","2025-06-23 08:20:49","In Progress","Nulla amet dolore ullam sunt doloribus inventore iste tenetur facere corporis."
"49093000000172234","49093000000013007","2026-06-28 14:06:29:489","2026-06-28 14:06:29:489","49093000000157534","49093000000157066","49093000000157054","2024-08-27 08:12:40","Completed","Doloremque libero perspiciatis vero atque ea magnam asperiores repellat quisquam enim perspiciatis expedita."
"49093000000172235","49093000000013007","2026-06-28 14:06:29:489","2026-06-28 14:06:29:489","49093000000157535","49093000000157147","49093000000157093","2024-09-04 03:59:08","Completed","Accusamus praesentium alias vitae consectetur voluptas maiores."
"49093000000172236","49093000000013007","2026-06-28 14:06:29:489","2026-06-28 14:06:29:489","49093000000157536","49093000000157186","49093000000157133","2025-03-22 15:58:44","Assigned","Est aut at expedita quidem iste eum consequatur facere ducimus odit."
"49093000000172237","49093000000013007","2026-06-28 14:06:29:489","2026-06-28 14:06:29:489","49093000000157537","49093000000157058","49093000000157179","2025-05-09 02:36:28","In Progress","Cum nulla inventore sunt expedita nostrum distinctio quaerat laborum cupiditate."
"49093000000172238","49093000000013007","2026-06-28 14:06:29:489","2026-06-28 14:06:29:489","49093000000157538","49093000000157044","49093000000157205","2025-01-08 19:21:32","Reassigned","Minus mollitia accusantium neque corporis eos aut quo quis qui iusto ducimus illo fugiat."
"49093000000172239","49093000000013007","2026-06-28 14:06:29:489","2026-06-28 14:06:29:489","49093000000157539","49093000000157057","49093000000157032","2024-07-13 05:32:04","Completed","Natus ut eum voluptates fuga cumque illo debitis quidem debitis laudantium illo."
"49093000000172240","49093000000013007","2026-06-28 14:06:29:489","2026-06-28 14:06:29:489","49093000000157540","49093000000157037","49093000000157109","2024-09-10 10:22:13","In Progress","Temporibus sequi a atque hic modi atque facere pariatur soluta soluta soluta."
"49093000000172241","49093000000013007","2026-06-28 14:06:29:489","2026-06-28 14:06:29:489","49093000000157541","49093000000157115","49093000000157143","2024-11-13 00:30:46","Assigned","Excepturi doloribus impedit vel minus a."
"49093000000172242","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157542","49093000000157055","49093000000157037","2024-06-30 10:22:18","Assigned","Officia cumque quasi eaque esse asperiores sint earum voluptate fugit eligendi."
"49093000000172243","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157543","49093000000157095","49093000000157040","2024-12-07 01:36:56","In Progress","Sit explicabo possimus sequi doloribus beatae accusamus voluptas vitae recusandae aliquam corporis odit."
"49093000000172244","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157544","49093000000157118","49093000000157105","2025-07-16 22:09:25","Assigned","Assumenda quis harum non doloribus magnam vitae accusantium soluta."
"49093000000172245","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157545","49093000000157190","49093000000157074","2025-09-03 14:38:51","Assigned","Nulla quos assumenda incidunt dolor itaque impedit voluptatum consequuntur."
"49093000000172246","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157546","49093000000157138","49093000000157109","2026-06-22 20:37:11","Assigned","Hic ducimus suscipit rerum enim velit eligendi."
"49093000000172247","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157547","49093000000157136","49093000000157115","2025-10-22 02:39:26","Assigned","Est accusantium ea earum quod laudantium excepturi totam."
"49093000000172248","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157548","49093000000157033","49093000000157153","2025-01-12 11:39:52","Reassigned","Sapiente possimus in consequuntur earum ullam pariatur commodi sit cumque sit."
"49093000000172249","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157549","49093000000157033","49093000000157085","2024-12-27 11:44:38","In Progress","Occaecati accusantium architecto maxime eveniet asperiores."
"49093000000172250","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157550","49093000000157138","49093000000157061","2025-04-16 13:22:28","Reassigned","Explicabo atque rem ut occaecati eveniet deserunt alias quae."
"49093000000172251","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157551","49093000000157070","49093000000157151","2025-11-29 12:04:10","Assigned","Nisi consectetur sint unde laudantium accusantium accusamus provident quis nobis corporis itaque."
"49093000000172252","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157552","49093000000157136","49093000000157094","2024-09-03 08:55:38","Completed","Praesentium culpa a vel optio molestiae ea pariatur quam doloribus optio sunt modi."
"49093000000172253","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157553","49093000000157213","49093000000157104","2025-02-18 22:02:40","Assigned","Sint eos asperiores est magnam at consectetur quidem."
"49093000000172254","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157554","49093000000157199","49093000000157035","2024-08-13 05:15:15","Assigned","Fuga excepturi dicta ipsa id facilis dolorem omnis recusandae consectetur sed."
"49093000000172255","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157555","49093000000157174","49093000000157133","2025-02-04 10:16:53","Reassigned","Saepe ipsum alias facere officia ipsum ut non totam dolorem."
"49093000000172256","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157556","49093000000157125","49093000000157037","2025-10-18 15:45:44","Assigned","Provident nobis alias non cupiditate magnam facilis repudiandae."
"49093000000172257","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157557","49093000000157146","49093000000157197","2024-09-06 00:31:39","In Progress","Provident laudantium ipsa quisquam numquam sapiente aut esse modi ab commodi exercitationem reiciendis."
"49093000000172258","49093000000013007","2026-06-28 14:06:29:490","2026-06-28 14:06:29:490","49093000000157558","49093000000157114","49093000000157049","2025-07-12 14:47:01","Completed","Reiciendis nihil reiciendis nulla accusamus non voluptatibus aperiam minima eum sequi cum nam alias."
"49093000000172259","49093000000013007","2026-06-28 14:06:29:491","2026-06-28 14:06:29:491","49093000000157559","49093000000157166","49093000000157100","2024-11-16 06:16:05","Assigned","A id laborum facilis facere nostrum excepturi fuga quis ipsa mollitia modi corrupti."
"49093000000172260","49093000000013007","2026-06-28 14:06:29:491","2026-06-28 14:06:29:491","49093000000157560","49093000000157066","49093000000157154","2025-03-01 07:14:45","Assigned","Nam a laborum quasi repellat illo exercitationem saepe expedita rerum possimus."
"49093000000172261","49093000000013007","2026-06-28 14:06:29:491","2026-06-28 14:06:29:491","49093000000157561","49093000000157195","49093000000157185","2025-12-25 22:31:14","Assigned","Ipsa saepe aliquam libero voluptatum aut mollitia eveniet."
"49093000000172262","49093000000013007","2026-06-28 14:06:29:491","2026-06-28 14:06:29:491","49093000000157562","49093000000157046","49093000000157071","2025-03-11 08:43:00","Assigned","Aut sequi laboriosam iure similique laboriosam voluptatibus provident vitae neque repellendus rerum voluptatem."
"49093000000172263","49093000000013007","2026-06-28 14:06:29:491","2026-06-28 14:06:29:491","49093000000157563","49093000000157073","49093000000157171","2026-02-14 23:34:21","In Progress","Pariatur dolorem in laudantium blanditiis dolor."
"49093000000172264","49093000000013007","2026-06-28 14:06:29:491","2026-06-28 14:06:29:491","49093000000157564","49093000000157172","49093000000157110","2024-12-06 08:08:50","In Progress","Quasi similique possimus eaque incidunt eum exercitationem accusantium occaecati deleniti suscipit."
"49093000000172265","49093000000013007","2026-06-28 14:06:29:491","2026-06-28 14:06:29:491","49093000000157565","49093000000157065","49093000000157112","2026-02-06 12:32:45","Assigned","Possimus quo ex iusto assumenda accusantium."
"49093000000172266","49093000000013007","2026-06-28 14:06:29:491","2026-06-28 14:06:29:491","49093000000157566","49093000000157159","49093000000157057","2025-03-29 23:57:02","Reassigned","Sed dicta nemo assumenda consectetur et magni quidem quam facere similique reprehenderit."
"49093000000172267","49093000000013007","2026-06-28 14:06:29:491","2026-06-28 14:06:29:491","49093000000157567","49093000000157154","49093000000157037","2025-09-10 21:30:50","In Progress","Doloremque facilis incidunt eveniet nihil deleniti quia placeat eos tenetur sequi totam."
"49093000000172268","49093000000013007","2026-06-28 14:06:29:491","2026-06-28 14:06:29:491","49093000000157568","49093000000157172","49093000000157132","2024-12-12 03:34:06","Completed","Ex consequatur quas distinctio officia ex architecto fugiat."
"49093000000172269","49093000000013007","2026-06-28 14:06:29:491","2026-06-28 14:06:29:491","49093000000157569","49093000000157072","49093000000157206","2025-04-05 08:41:27","In Progress","Adipisci nulla quia dolorem tenetur aliquid necessitatibus asperiores voluptate pariatur."
"49093000000172270","49093000000013007","2026-06-28 14:06:29:491","2026-06-28 14:06:29:491","49093000000157570","49093000000157038","49093000000157091","2024-11-01 04:14:06","Completed","Culpa quis est quos exercitationem nam modi ad ut adipisci deleniti cupiditate magnam."
"49093000000172271","49093000000013007","2026-06-28 14:06:29:491","2026-06-28 14:06:29:491","49093000000157571","49093000000157126","49093000000157123","2025-08-10 20:44:52","Reassigned","Suscipit distinctio ipsum dolorem magni praesentium consectetur accusantium nihil."
"49093000000172272","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157572","49093000000157211","49093000000157199","2025-06-22 22:57:51","Assigned","Vitae assumenda quos laborum aliquam consectetur."
"49093000000172273","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157573","49093000000157116","49093000000157037","2024-09-03 20:22:37","Reassigned","Aperiam adipisci libero molestias ab aliquid ipsum dolorum dicta minima accusantium."
"49093000000172274","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157574","49093000000157148","49093000000157055","2025-05-07 06:24:03","Reassigned","Architecto libero excepturi ea molestias dolorem error eligendi placeat ea quam suscipit necessitatibus atque."
"49093000000172275","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157575","49093000000157184","49093000000157125","2025-02-28 16:15:01","Completed","Amet voluptates dolorum quia unde qui libero esse sit vero nobis et."
"49093000000172276","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157576","49093000000157155","49093000000157036","2026-03-30 07:47:53","Completed","Deleniti dolores quae inventore repudiandae porro nostrum labore."
"49093000000172277","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157577","49093000000157045","49093000000157052","2025-08-18 21:06:49","In Progress","Dolore esse voluptas laudantium velit at saepe."
"49093000000172278","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157578","49093000000157038","49093000000157168","2025-09-12 16:06:56","Assigned","Soluta a ut consectetur cupiditate molestias expedita totam quos nobis earum dolores laboriosam."
"49093000000172279","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157579","49093000000157144","49093000000157155","2026-04-28 10:29:10","Reassigned","Doloribus occaecati quasi occaecati natus autem numquam numquam."
"49093000000172280","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157580","49093000000157037","49093000000157200","2024-11-25 23:30:50","In Progress","Optio rem provident quibusdam deserunt quos atque facilis qui quod facere."
"49093000000172281","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157581","49093000000157114","49093000000157079","2024-09-04 10:29:12","Assigned","Assumenda dolor doloribus eos eveniet perferendis quis ut."
"49093000000172282","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157582","49093000000157079","49093000000157194","2026-06-08 19:10:42","In Progress","Amet eveniet minus facere facere sit deleniti."
"49093000000172283","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157583","49093000000157058","49093000000157117","2026-02-09 04:43:39","Completed","Consectetur saepe est est possimus voluptates consequatur maxime."
"49093000000172284","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157584","49093000000157114","49093000000157041","2024-11-15 03:31:52","Assigned","Sapiente pariatur nemo quaerat soluta quidem minus corrupti ratione."
"49093000000172285","49093000000013007","2026-06-28 14:06:29:492","2026-06-28 14:06:29:492","49093000000157585","49093000000157092","49093000000157199","2025-05-25 17:20:54","In Progress","Cum corporis veritatis voluptas illo dicta ullam voluptates enim tenetur ad qui autem."
"49093000000172286","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157586","49093000000157144","49093000000157210","2025-11-13 05:29:25","In Progress","Dolore nemo maiores cum magni dolorum praesentium dignissimos dolore sed a a aut."
"49093000000172287","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157587","49093000000157067","49093000000157054","2025-12-10 12:15:34","Reassigned","Qui non assumenda consectetur iste quos officia sunt accusantium."
"49093000000172288","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157588","49093000000157136","49093000000157092","2025-01-18 18:36:58","Assigned","Assumenda necessitatibus vero nostrum ea delectus dolores nostrum voluptas et."
"49093000000172289","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157589","49093000000157046","49093000000157078","2025-07-16 03:53:21","Assigned","Aut debitis perferendis alias repellat nisi reprehenderit voluptate reprehenderit quam ipsum cumque."
"49093000000172290","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157590","49093000000157149","49093000000157122","2025-01-12 12:35:24","In Progress","Repudiandae numquam necessitatibus distinctio eaque architecto beatae maxime quidem excepturi sit."
"49093000000172291","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157591","49093000000157050","49093000000157145","2026-06-08 07:36:57","Completed","Sed quas debitis labore eum consectetur perspiciatis quos saepe."
"49093000000172292","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157592","49093000000157190","49093000000157143","2024-09-17 10:27:10","In Progress","Nisi sequi inventore dicta quae consequuntur."
"49093000000172293","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157593","49093000000157065","49093000000157107","2025-08-12 08:33:49","Reassigned","Aliquid sint assumenda explicabo inventore ut aut repellendus soluta."
"49093000000172294","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157594","49093000000157122","49093000000157157","2025-07-21 14:27:17","Reassigned","Iusto sapiente rem suscipit odit voluptate amet."
"49093000000172295","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157595","49093000000157198","49093000000157203","2025-12-21 07:43:01","Completed","Facilis veritatis quaerat laborum consequuntur numquam velit ad dolores voluptatum non."
"49093000000172296","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157596","49093000000157167","49093000000157146","2024-11-03 18:03:12","In Progress","Debitis quaerat consequuntur repellat tenetur beatae praesentium aut quod possimus rem quidem."
"49093000000172297","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157597","49093000000157084","49093000000157109","2025-09-01 22:46:17","Reassigned","Minima laboriosam quia doloribus nobis praesentium aliquid harum."
"49093000000172298","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157598","49093000000157104","49093000000157203","2026-05-21 12:16:36","Assigned","Repellat quaerat placeat enim sunt commodi qui fugiat quas."
"49093000000172299","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157599","49093000000157204","49093000000157139","2025-08-18 06:17:32","In Progress","Nulla totam exercitationem mollitia et ad odio magnam eveniet necessitatibus quod maiores."
"49093000000172300","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157600","49093000000157160","49093000000157061","2026-02-04 00:13:43","Completed","Repellat laudantium est explicabo mollitia quaerat aliquid doloribus unde repellendus animi quasi quidem."
"49093000000172301","49093000000013007","2026-06-28 14:06:29:493","2026-06-28 14:06:29:493","49093000000157601","49093000000157031","49093000000157130","2026-02-21 11:21:49","In Progress","Minima quam omnis officiis quibusdam recusandae ipsum asperiores vel non blanditiis."
"49093000000172302","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157602","49093000000157055","49093000000157055","2026-05-04 03:07:16","Reassigned","Aspernatur aliquam a repudiandae dignissimos ea excepturi voluptate commodi distinctio laudantium eos."
"49093000000172303","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157603","49093000000157113","49093000000157052","2025-08-04 07:36:18","Completed","Est veritatis fugit officia quod quis."
"49093000000172304","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157604","49093000000157187","49093000000157089","2026-04-04 13:43:36","Assigned","Nam neque vero similique occaecati incidunt nam veritatis numquam."
"49093000000172305","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157605","49093000000157148","49093000000157166","2024-07-31 14:45:02","In Progress","Ad incidunt laborum deleniti ut earum laboriosam."
"49093000000172306","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157606","49093000000157091","49093000000157157","2024-07-13 18:40:37","In Progress","Tenetur suscipit consequuntur molestias dolore aspernatur amet esse minima culpa reiciendis."
"49093000000172307","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157607","49093000000157058","49093000000157204","2026-06-07 14:59:14","Reassigned","Impedit optio quae expedita placeat harum minus nemo."
"49093000000172308","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157608","49093000000157211","49093000000157069","2024-08-25 20:49:40","Reassigned","Officia ad odit in est repellendus quas totam magnam autem veniam illo."
"49093000000172309","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157609","49093000000157202","49093000000157065","2025-05-15 10:05:13","Reassigned","Non soluta nostrum corporis molestias eum accusamus magni laborum inventore."
"49093000000172310","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157610","49093000000157118","49093000000157065","2026-01-14 14:14:06","In Progress","Voluptates exercitationem voluptate consequuntur veritatis explicabo sapiente ipsam."
"49093000000172311","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157611","49093000000157159","49093000000157085","2026-03-03 19:48:16","Completed","Odio placeat voluptatibus dolores perspiciatis optio sit consequuntur."
"49093000000172312","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157612","49093000000157139","49093000000157077","2025-02-06 10:05:28","Assigned","Saepe cumque enim laboriosam dolorum deleniti exercitationem dolorum fugit aperiam."
"49093000000172313","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157613","49093000000157083","49093000000157060","2025-07-14 09:34:32","Reassigned","Odio accusantium rem blanditiis quam sit aliquid reprehenderit quas recusandae."
"49093000000172314","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157614","49093000000157158","49093000000157185","2024-09-09 10:36:48","Assigned","Mollitia dolor quas suscipit fugiat est libero quae iure aperiam."
"49093000000172315","49093000000013007","2026-06-28 14:06:29:494","2026-06-28 14:06:29:494","49093000000157615","49093000000157131","49093000000157113","2025-05-20 06:37:36","Assigned","Debitis unde sunt molestiae nulla eveniet voluptatem nam optio deserunt."
